position_id,seed_price,position_value_at_seed,loan_amount,close_price,position_value_at_close,hold_value,impermanent_loss,impermanent_loss_pct,health_factor,should_liquidate,repay_amount,collateral_to_take
id#0,5.3191,15.45,10.04,4.3690,12.69,3598.09,-0.996473,-99.65,0.884563,Yes,5.02,5.52
id#1,5.3191,25.23,16.40,4.3690,20.72,3682.46,-0.994372,-99.44,0.884563,Yes,8.20,9.02
id#2,5.3191,17.87,11.61,4.3690,14.67,5175.63,-0.997165,-99.72,0.884563,Yes,5.81,6.39
id#3,5.3191,16.40,10.66,4.3690,13.47,2115.92,-0.993634,-99.36,0.884563,Yes,5.33,5.86
id#4,5.3191,20.00,13.00,4.3690,16.43,5149.77,-0.996810,-99.68,0.884563,Yes,6.50,7.15
id#5,5.3191,18.36,11.94,4.3690,15.08,3106.97,-0.995145,-99.51,0.884563,Yes,5.97,6.56
id#6,5.3191,11.82,7.68,4.3690,9.71,3540.28,-0.997258,-99.73,0.884563,Yes,3.84,4.23
id#7,5.3191,16.10,10.46,4.3690,13.22,2876.81,-0.995404,-99.54,0.884563,Yes,5.23,5.76
id#8,5.3191,9.78,6.36,4.3690,8.04,4890.06,-0.998357,-99.84,0.884563,Yes,3.18,3.50
id#9,5.3191,17.51,11.38,4.3690,14.38,2165.49,-0.993359,-99.34,0.884563,Yes,5.69,6.26
id#10,5.3191,17.15,11.15,4.3690,14.08,3739.07,-0.996233,-99.62,0.884563,Yes,5.57,6.13
id#11,5.3191,18.69,12.15,4.3690,15.35,3419.07,-0.995509,-99.55,0.884563,Yes,6.08,6.68
id#12,5.3191,11.91,7.74,4.3690,9.78,5278.25,-0.998147,-99.81,0.884563,Yes,3.87,4.26
id#13,5.3191,23.27,15.12,4.3690,19.11,4030.67,-0.995259,-99.53,0.884563,Yes,7.56,8.32
id#14,5.3191,12.11,7.87,4.3690,9.95,3479.96,-0.997141,-99.71,0.884563,Yes,3.94,4.33
id#15,5.3191,18.35,11.93,4.3690,15.07,2301.38,-0.993452,-99.35,0.884563,Yes,5.96,6.56
id#16,5.3191,13.34,8.67,4.3690,10.96,2993.19,-0.996340,-99.63,0.884563,Yes,4.33,4.77
id#17,5.3191,21.36,13.89,4.3690,17.55,4903.59,-0.996422,-99.64,0.884563,Yes,6.94,7.64
id#18,5.3191,17.55,11.41,4.3690,14.42,3225.54,-0.995530,-99.55,0.884563,Yes,5.71,6.28
id#19,5.3191,27.87,18.12,4.3690,22.89,3190.86,-0.992825,-99.28,0.884563,Yes,9.06,9.96
id#20,5.3191,11.62,7.55,4.3690,9.54,4595.58,-0.997923,-99.79,0.884563,Yes,3.78,4.15
id#21,5.3191,21.03,13.67,4.3690,17.27,2632.10,-0.993437,-99.34,0.884563,Yes,6.84,7.52
id#22,5.3191,11.85,7.70,4.3690,9.73,4396.63,-0.997787,-99.78,0.884563,Yes,3.85,4.23
id#23,5.3191,19.34,12.57,4.3690,15.88,2134.82,-0.992560,-99.26,0.884563,Yes,6.28,6.91
id#24,5.3191,22.61,14.70,4.3690,18.57,3451.51,-0.994619,-99.46,0.884563,Yes,7.35,8.08
id#25,5.3191,11.62,7.55,4.3690,9.54,5951.36,-0.998397,-99.84,0.884563,Yes,3.78,4.15
id#26,5.3191,15.01,9.76,4.3690,12.33,3832.87,-0.996783,-99.68,0.884563,Yes,4.88,5.37
id#27,5.3191,18.45,12.00,4.3690,15.16,5782.29,-0.997379,-99.74,0.884563,Yes,6.00,6.60
id#28,5.3191,23.58,15.33,4.3690,19.37,3921.86,-0.995062,-99.51,0.884563,Yes,7.66,8.43
id#29,5.3191,17.90,11.64,4.3690,14.70,2127.47,-0.993089,-99.31,0.884563,Yes,5.82,6.40
id#30,5.3191,18.38,11.95,4.3690,15.10,4789.79,-0.996847,-99.68,0.884563,Yes,5.97,6.57
id#31,5.3191,22.76,14.79,4.3690,18.69,4126.40,-0.995470,-99.55,0.884563,Yes,7.40,8.14
id#32,5.3191,21.47,13.95,4.3690,17.63,2780.71,-0.993659,-99.37,0.884563,Yes,6.98,7.67
id#33,5.3191,18.25,11.86,4.3690,14.99,2356.63,-0.993639,-99.36,0.884563,Yes,5.93,6.52
id#34,5.3191,9.86,6.41,4.3690,8.10,4815.59,-0.998318,-99.83,0.884563,Yes,3.20,3.53
id#35,5.3191,16.12,10.48,4.3690,13.24,3240.95,-0.995915,-99.59,0.884563,Yes,5.24,5.76
id#36,5.3191,26.71,17.36,4.3690,21.94,3439.17,-0.993622,-99.36,0.884563,Yes,8.68,9.55
id#37,5.3191,9.26,6.02,4.3690,7.61,4320.68,-0.998240,-99.82,0.884563,Yes,3.01,3.31
id#38,5.3191,17.63,11.46,4.3690,14.48,3459.65,-0.995813,-99.58,0.884563,Yes,5.73,6.30
id#39,5.3191,16.35,10.63,4.3690,13.43,4000.27,-0.996643,-99.66,0.884563,Yes,5.31,5.84
id#40,5.3191,21.23,13.80,4.3690,17.44,4426.58,-0.996061,-99.61,0.884563,Yes,6.90,7.59
id#41,5.3191,17.36,11.28,4.3690,14.26,2210.70,-0.993551,-99.36,0.884563,Yes,5.64,6.21
id#42,5.3191,11.70,7.60,4.3690,9.61,4895.04,-0.998037,-99.80,0.884563,Yes,3.80,4.18
id#43,5.3191,20.35,13.23,4.3690,16.71,2472.29,-0.993240,-99.32,0.884563,Yes,6.61,7.27
id#44,5.3191,21.39,13.90,4.3690,17.57,4295.28,-0.995910,-99.59,0.884563,Yes,6.95,7.65
id#45,5.3191,9.75,6.33,4.3690,8.01,4934.71,-0.998378,-99.84,0.884563,Yes,3.17,3.48
id#46,5.3191,14.42,9.38,4.3690,11.85,2967.32,-0.996007,-99.60,0.884563,Yes,4.69,5.16
id#47,5.3191,15.26,9.92,4.3690,12.53,5359.03,-0.997662,-99.77,0.884563,Yes,4.96,5.45
id#48,5.3191,26.74,17.38,4.3690,21.96,3396.75,-0.993534,-99.35,0.884563,Yes,8.69,9.56
id#49,5.3191,9.66,6.28,4.3690,7.94,3719.31,-0.997866,-99.79,0.884563,Yes,3.14,3.45
id#50,5.3191,11.30,7.35,4.3690,9.29,5428.74,-0.998290,-99.83,0.884563,Yes,3.67,4.04
id#51,5.3191,12.91,8.39,4.3690,10.61,4845.13,-0.997811,-99.78,0.884563,Yes,4.20,4.62
id#52,5.3191,16.97,11.03,4.3690,13.94,3588.14,-0.996116,-99.61,0.884563,Yes,5.51,6.07
id#53,5.3191,17.67,11.48,4.3690,14.51,4534.58,-0.996800,-99.68,0.884563,Yes,5.74,6.32
id#54,5.3191,14.02,9.11,4.3690,11.51,5585.52,-0.997939,-99.79,0.884563,Yes,4.56,5.01
id#55,5.3191,23.13,15.03,4.3690,19.00,2924.62,-0.993504,-99.35,0.884563,Yes,7.52,8.27
id#56,5.3191,9.59,6.24,4.3690,7.88,3891.20,-0.997975,-99.80,0.884563,Yes,3.12,3.43
id#57,5.3191,18.27,11.87,4.3690,15.01,4058.94,-0.996303,-99.63,0.884563,Yes,5.94,6.53
id#58,5.3191,15.75,10.24,4.3690,12.94,4358.22,-0.997031,-99.70,0.884563,Yes,5.12,5.63
id#59,5.3191,13.40,8.71,4.3690,11.00,3510.06,-0.996865,-99.69,0.884563,Yes,4.35,4.79
id#60,5.3191,19.45,12.64,4.3690,15.97,2884.48,-0.994462,-99.45,0.884563,Yes,6.32,6.95
id#61,5.3191,10.10,6.56,4.3690,8.30,5015.93,-0.998346,-99.83,0.884563,Yes,3.28,3.61
id#62,5.3191,13.84,8.99,4.3690,11.36,3863.95,-0.997059,-99.71,0.884563,Yes,4.50,4.95
id#63,5.3191,16.40,10.66,4.3690,13.47,2415.09,-0.994423,-99.44,0.884563,Yes,5.33,5.86
id#64,5.3191,21.49,13.97,4.3690,17.65,4176.37,-0.995774,-99.58,0.884563,Yes,6.98,7.68
